Copyright (C) 2006-2011
Gaia Data Processing and Analysis Consortium

THIS IS AN AUTOMATICALLY GENERATED FILE - DO NOT EDIT!

The file has been automatically generated from the contents of the
Gaia Parameter Database at the URL
    http://gaia.esac.esa.int/gpdb
Version -live (r.231494)-2012-05-18T04:59:16

Please report any problems arising from the usage of this file to
the Gaia Librarian gaialib@rssd.esa.int

Name,Value,Unit,Basic,Scalar,Description,Source,Expression,LaTeX label,Last modified
NatureSaturn_TransitTime_Maximum,1.81,day,false,true,"Maximum transit time of Saturn (transiting the Sun) for an observer external to the solar system","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 2.3, Equation 2.5, page 15","(SaturnSystem_OrbitalPeriod * JulianYear_Day / Pi_Constant)* asin((Sun_EquatorialRadius + Saturn_VolumetricRadius) / (SaturnSystem_OrbitalSemiMajorAxis_J2000 * AstronomicalUnit_Meter))","",2006-03-01T09:00:00
NatureSaturnSystem_Mass,5.6850e+26,kg,false,true,"Saturn-system mass (IAU 2009 CBE value). The planetary mass includes the contribution of its satellites","","Sun_GM / (SunToSaturnSystem_MassRatio * Newton_Constant)","M",2010-10-01T14:00:00
NatureSaturnSystem_RadialVelocitySignature,2.8,m s^-1,false,true,"Radial-velocity amplitude of the Sun induced by the Saturn system for 'an edge-on observer' (i.e., an observer in the orbital plane of the Saturn system)","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 1.4, Equation 1.18, page 9","(2 * Pi_Constant * SaturnSystem_Mass / (SaturnSystem_OrbitalPeriod * JulianYear_Day * Day_Second * sqrt(1 - SaturnSystem_OrbitalEccentricity_J2000 * SaturnSystem_OrbitalEccentricity_J2000))) * pow(SaturnSystem_OrbitalPeriod * SaturnSystem_OrbitalPeriod * JulianYear_Day * Day_Second * JulianYear_Day * Day_Second * Newton_Constant / (4 * Pi_Constant * Pi_Constant * SaturnSystem_Mass * (1 + INPOP06:SunToSaturnSystem_MassRatio) * SaturnSystem_Mass * (1 + INPOP06:SunToSaturnSystem_MassRatio)); 1/3)","K",2007-08-16T16:00:00
NatureSaturnSystem_AstrometricSignature_10Parsec,273,10^-6 arcsec,false,true,"Astrometric signature of the Sun induced by the Saturn system for an observer located at a distance of 10 pc from the Sun","E.g., A. Johansen, 26 March 2002, 'Detection of planetary transits with the Gaia satellite', GAIA-CUO-106, issue 1.3, Section 1.7, Equation 1.22, page 11","1.0E6 * SaturnSystem_OrbitalSemiMajorAxis_J2000 / (10 * INPOP06:SunToSaturnSystem_MassRatio)","\alpha",2007-08-16T16:00:00
NatureShapiro_Constant,9.851e-6,s,false,true,"Shapiro's time-delay constant for the Sun","See, e.g., L. Lindegren, D. Dravins, 2003, 'The fundamental definition of <radial velocity>', A&A, 401, 1185, Section 4.3 or P.K. Seidelmann, 1992, 'Explanatory Supplement to the Astronomical Almanac', University Science Books, Mill Valley, Ca., ISBN 0-935702-68-7, Equation 5.3211-1, page 295","(1 + PPN_Gamma) * Sun_GM / (VelocityOfLight_Constant_Vacuum * VelocityOfLight_Constant_Vacuum * VelocityOfLight_Constant_Vacuum)","",2006-03-01T09:00:00
NatureSi_Bandgap_160K,1.151,eV,false,true,"Silicon bandgap, in eV, at 160 K. The energy bandgap of Silicon (and semi-conductors in general) decreases with increasing temperature. This is explained as follows: an increased temperature enhances the amplitude of atomic vibrations due to the increased thermal energy; this causes the interatomic spacing to increase; this decreases the potential seen by the electrons in the material; this, finally, reduces the size of the energy bandgap. The temperature dependence of the energy bandgap has been experimentally determined to be E_g(T) = E_g(0) - \alpha * T^2 * (T + \beta)^-1, where T is the temperature in K,  E_g(0) is the bandgap energy in eV at zero absolute temperature (parameter Si_Bandgap_0K), and \alpha and \beta are material constants (parameters Si_Constant_Alpha and Si_Constant_Beta for Silicon)","","Si_Bandgap_0K - Si_Constant_Alpha * 160 * 160 / (160 + Si_Constant_Beta)","E_{\rm g}",2009-01-14T14:00:00
NatureSi_CutoffWavelength_160K,1077.39,nm,false,true,"Silicon cut-off wavelength, in nm, at 160 K","","1.0E9 * Planck_Constant * VelocityOfLight_Constant_Vacuum / (Si_Bandgap_160K * ElementaryCharge_Constant)","",2009-01-14T14:00:00
NatureSiC_SpecificStifness,133,10^6 N m kg^-1,false,true,"Specific stiffness of SiC (Boostec); also known as specific modulus","F. Safa (EADS-Astrium), 23 April 2002, 'SiC versus C-SiC trade-off', pages 8-9","SiC_YoungModulus / SiC_MassDensity","E/\rho",2006-03-01T09:00:00
NatureSiC_LameConstant_Second,181,GPa,false,true,"Second Lame constant of SiC (Boostec), also known as shear modulus or rigidity","","SiC_YoungModulus / (2 * (1 + SiC_PoissonRatio))","\mu",2006-03-01T09:00:00
NatureSiC_LameConstant_First,85,GPa,false,true,"First Lame constant of SiC (Boostec)","","SiC_PoissonRatio * SiC_YoungModulus / ((1 + SiC_PoissonRatio) * (1 - 2 * SiC_PoissonRatio))","\lambda",2006-03-01T09:00:00
NatureSiC_BulkModulus,206,GPa,false,true,"The bulk modulus of SiC (Boostec) under isotropic stress; also known as compression modulus","","SiC_YoungModulus / (3 * (1 - 2 * SiC_PoissonRatio))","K",2006-03-01T09:00:00
NatureSiC_Compressibility,4.86e-12,m^2 N^-1,false,true,"The compressibility of SiC (Boostec)","","1.0E-9 / SiC_BulkModulus","\beta",2006-03-01T09:00:00
NatureSiC_SWaveSpeed,7.57,km s^-1,false,true,"The S-wave speed in SiC (Boostec); an S-wave is a wave in an elastic medium in which the restoring force is provided by shear","","sqrt(SiC_LameConstant_Second / SiC_MassDensity)","v_s",2006-03-01T09:00:00
NatureSiC_PWaveSpeed,11.90,km s^-1,false,true,"The P-wave speed in SiC (Boostec); a P-wave (pressure wave) is a longitudinal wave in an elastic medium in which the restoring force is provided by the medium's bulk modulus","","sqrt((SiC_LameConstant_First + 2 * SiC_LameConstant_Second) / SiC_MassDensity)","v_p",2006-03-01T09:00:00
NatureSiC_LinearThermalCoefficientOfExpansion_293K,0.7,ppm K^-1,false,true,"Average linear thermal expansion coefficient of isotropic homogeneous SiC (Boostec) at 293 K","","SiC_VolumetricThermalCoefficientOfExpansion_293K / 3","\beta",2006-03-01T09:00:00
NatureSiC_LinearThermalCoefficientOfExpansion_170K,1.1,ppm K^-1,false,true,"Average linear thermal expansion coefficient of isotropic homogeneous SiC (Boostec) at 170 K","","SiC_VolumetricThermalCoefficientOfExpansion_170K / 3","\beta",2006-03-01T09:00:00
NatureSiC_LinearThermalCoefficientOfExpansion_100K,1.0,ppm K^-1,false,true,"Average linear thermal expansion coefficient of isotropic homogeneous SiC (Boostec) at 100 K","","SiC_VolumetricThermalCoefficientOfExpansion_100K / 3","\beta",2006-03-01T09:00:00
NatureSiC_CryogenicLinearScaleFactor_293K,1.00021971,,false,true,"SiC cryogenic linear scale factor \xi between 293 K and 120 K. The assumed linear thermal expansion coefficient of SiC at 293 K is 1.27 ppm K^-1 (see also parameter SiC_LinearThermalCoefficientOfExpansion_293K)","A. Mora, 21 June 2011, 'Conversion between image and object space coordinates', GAIA-CH-TN-ESAC-AMF-008, issue 2, revision 1, Section 3","(1 + 1.27E-6 * (293 - 120))","\xi",2012-02-21T13:00:00
NatureSiC_ThermalDiffusivity_293K,88,m^2 s^-1,false,true,"Thermal diffusivity of SiC (Boostec) at 293 K","","1.0E3 * SiC_ThermalConductivity_293K / (SiC_MassDensity * SiC_SpecificHeatAtConstantPressure_293K)","\kappa",2006-03-01T09:00:00
NatureSiC_ThermalDiffusivity_170K,218,m^2 s^-1,false,true,"Thermal diffusivity of SiC (Boostec) at 170 K","","1.0E3 * SiC_ThermalConductivity_170K / (SiC_MassDensity * SiC_SpecificHeatAtConstantPressure_170K)","\kappa",2006-03-01T09:00:00
NatureSiC_ThermalDiffusivity_100K,570,m^2 s^-1,false,true,"Thermal diffusivity of SiC (Boostec) at 100 K","","1.0E3 * SiC_ThermalConductivity_100K / (SiC_MassDensity * SiC_SpecificHeatAtConstantPressure_100K)","\kappa",2006-03-01T09:00:00
NatureSky_StarDensity_Average,25089,stars deg^-2,false,true,"Sky-averaged density of stars with G <= 20.00 mag. Note that a value of 25.1E3 stars deg^-2 is given in ESA, July 2000, 'Gaia; Composition, Formation and Evolution of the Galaxy; Concept and Technology Study Report', ESA-SCI(2000)4, Section 6.4.5 and Table 6.6, pages 240-242","See also ESA, 11 March 2010, 'Gaia mission requirements document (MRD)', issue 3, revision 0, GAIA-EST-RD-00553, Section 4.1","Sky_NumberOfStars_Total / FourPiSteradian_DegreeSquare","N_{20}",2006-03-01T09:00:00
NatureSky_StarDensity_RVSReductionFactor,6.0,,false,true,"The brighter star-selection limiting magnitude of RVS compared to SM/AF/BP/RP (G_RVS (= C1M861 = RVF) = 17.00 mag versus G = 20.00 mag, respectively; see parameters Selection_Magnitude_Maximum) is assumed to correspond to a factor 6 reduction in star density and the number of stars","D. Katz, M. Cropper, J.M. Desert, et al., 12 January 2006, 'CU6 - Spectroscopic processing - preliminary functional and data-flow analysis', GAIA-C6-TN-OPM-DK-001-02, Section 3.1, page 15","Sky_NumberOfStars_Total / 172E6","",2006-03-07T11:00:00
NatureSky_NumberOfStars_Total,1.035e+9,stars,false,true,"Predicted total number of observed stars (i.e., G <= 20.00 mag)","See also ESA, 11 March 2010, 'Gaia mission requirements document (MRD)', issue 3, revision 0, GAIA-EST-RD-00553, Requirement SCI-130","1.0E6 * (Sky_NumberOfStars_DiskMSPlusWD + Sky_NumberOfStars_DiskGiant + Sky_NumberOfStars_ThickDisk + Sky_NumberOfStars_Spheroid)","",2006-03-01T09:00:00
NatureStefanBoltzmann_Constant,5.670372e-8,W m^-2 K^-4,false,true,"Stefan-Boltzmann constant. Note: best-measured value equals 5.670373E-8 (P.J. Mohr, B.N. Taylor, D.B. Newell, 22 July 2011, 'The 2010 CODATA Recommended Values of the Fundamental Physical Constants', National Institute of Standards and Technology, Gaithersburg, MD 20899-8401; http://www.codata.org/ and http://physics.nist.gov/constants, Web Version 6.2, retrieved on 18 January 2012)","","(Pi_Constant * Pi_Constant / 60) * pow(Boltzmann_Constant; 4) * pow(2 * Pi_Constant; 3) * pow(Planck_Constant; -3) * pow(VelocityOfLight_Constant_Vacuum; -2)","\sigma",2012-02-02T16:00:00
NatureSteradian_DegreeSquare,3282.80635001174,deg^2,false,true,"One steradian in units of square degrees","","360 * 360 / (4 * Pi_Constant * Pi_Constant)","",2006-03-01T09:00:00
NatureSun_GM,1.327124420757197e+20,m^3 s^-2,false,true,"Heliocentric gravitational constant (TCB-compatible value)","","INPOP06:Sun_GM","GM_\odot",2007-08-16T14:00:00
NatureSun_LightDeflection_RightAngles,4072,10^-6 arcsec,false,true,"Post-Newtonian deflection angle, for an observer at one AU from the Sun, of a light ray arriving at right angles to the solar direction due to the spherically symmetric part of the gravitational field of the Sun","ESA, 1997, 'The Hipparcos and Tycho Catalogues', ESA SP-1200, Volume 3, page 331; cf. S.A. Klioner, 2003, 'A Practical Relativistic Model for Microarcsecond Astrometry in Space', AJ, 125, 1580, Equation 64","1.0E6 * (1 + PPN_Gamma) * Sun_GM * 180 * 3600 / (VelocityOfLight_Constant_Vacuum * VelocityOfLight_Constant_Vacuum * AstronomicalUnit_Meter * Pi_Constant)","",2006-03-01T09:00:00
NatureSun_LightDeflection_Limb,1750453,10^-6 arcsec,false,true,"Post-Newtonian deflection angle, for an observer at one AU from the Sun, of a Solar-limb-grazing light ray due to the spherically symmetric part of the gravitational field of the Sun","S.A. Klioner, 2003, 'A Practical Relativistic Model for Microarcsecond Astrometry in Space', AJ, 125, 1580, Equation 64","1.0E6 * 180 * 3600 * (1 + PPN_Gamma) * Sun_GM * cos(Sun_EquatorialRadius / (2 * AstronomicalUnit_Meter)) / (sin(Sun_EquatorialRadius / (2 * AstronomicalUnit_Meter)) * VelocityOfLight_Constant_Vacuum * VelocityOfLight_Constant_Vacuum * AstronomicalUnit_Meter * Pi_Constant)","\delta_{\rm pN}",2006-03-01T09:00:00
NatureSun_Mass,1.9885e+30,kg,false,true,"Solar mass","","Sun_GM / Newton_Constant","M_\odot",2006-03-01T09:00:00
NatureSun_DiurnalParallax,8.794143,arcsec,false,true,"Solar diurnal parallax","","180 * 3600 * asin(Earth_EquatorialRadius / AstronomicalUnit_Meter) / Pi_Constant","\pi_\odot",2006-03-01T09:00:00
NatureSun_EquatorialRadius,6.95991756e+8,m,false,true,"Solar (equatorial) radius (photosphere)","","AstronomicalUnit_Meter * Pi_Constant * Sun_EquatorialRadius_Apparent / (3600 * 180)","R_\odot",2006-03-01T09:00:00
NatureSun_MassDensity_Mean,1.408,g cm^-3,false,true,"Mean solar mass density","","3 * Sun_Mass / (4 * Pi_Constant * Sun_EquatorialRadius * Sun_EquatorialRadius * Sun_EquatorialRadius * 1000)","\rho_\odot",2006-03-01T09:00:00
NatureSun_EncompassingSphereRadius,6.96e+8,m,false,true,"Radius of the smallest hypothetical sphere around the Sun which would encompass the body (this is a low-accuracy parameter used in the relativistic model)","","INPOP06:Sun_EquatorialRadius","R",2008-03-18T15:00:00
NatureSun_RosselandMeanOpacity_ThomsonScattering,0.0344,m^2 kg^-1,false,true,"Solar (mean) value of the Rosseland mean opacity for Thomson free-electron-scattering","E.g., R. Kippenhahn, A. Weigert, 1991, 'Stellar structure and evolution' (corrected 2-nd printing), Springer Verlag, Berlin, Section 17, Equation 17.2, page 137","Electron_CrossSection_ThomsonScattering / (AtomicMass_Constant * Sun_MeanMolecularWeight_PerFreeElectron)","\kappa_{{\rm e}\odot}",2006-03-01T09:00:00
NatureSun_FreePhotonPath_Mean,0.021,m,false,true,"Coarse estimate of the solar (mean) value of the mean free photon path (assuming complete ionisation)","E.g., R. Kippenhahn, A. Weigert, 1991, 'Stellar structure and evolution' (corrected 2-nd printing), Springer Verlag, Berlin, Section 5, Equation 5.1, page 27","1 / (Sun_RosselandMeanOpacity_ThomsonScattering * 1.0E3 * Sun_MassDensity_Mean)","l_{{\rm ph}\odot}",2006-03-01T09:00:00
NatureSun_VMinR,0.368,mag,false,true,"Johnson-Cousins V-R colour of the Sun. The passbands are taken from M.S. Bessell, 1990, 'UBVRI passbands', PASP, 102, 1181","See also J. Holmberg, C. Flynn, L. Portinari, 2006, 'The colours of the Sun', MNRAS, 367, 449 and B.J. Taylor, 1998, 'The colours of the Sun', proceedings of IAU Symposium 189 on 'Fundamental Stellar Properties: The Interaction between Observation and Theory', eds T.R. Bedding, A.J. Booth, J. Davis, Kluwer, Dordrecht, ISBN 0-7923-4651-3, page 83 (1998IAUS..189...83T)","Sun_VMinI - Sun_RMinI","(V-R)_\odot",2008-06-23T14:00:00
NatureSun_AbsoluteVMagnitude,4.81,mag,false,true,"Johnson V absolute magnitude of the Sun","","Sun_VMagnitude - 5 * log10(2 * Pi_Constant / (10 * 3600 * 360))","M_{V\odot}",2006-03-01T09:00:00
NatureSun_BolometricCorrectionVMagnitude,-0.06,mag,false,true,"Johnson V bolometric correction of the Sun. Bessell et al. (1998) comment that this zero point is different to that of -0.193 mag adopted by Kurucz (1979, 1993, 1994) and followed by Schmidt-Kaler (1982)","","Sun_BolometricMagnitude - Sun_AbsoluteVMagnitude","BC_{V\odot}",2009-01-14T15:00:00
NatureSun_X,0.7166,,false,true,"Hydrogen abundance of the Sun by mass","","1 - Sun_Y - Sun_Z","X_\odot",2006-03-01T09:00:00
NatureSun_MeanMolecularWeight,0.6092,,false,true,"Solar value of the mean molecular weight (assuming complete ionisation)","E.g., H. Karttunen, et al., 1987, 'Fundamental Astronomy', Springer Verlag, Berlin, Section 11.2, Equation 11.8, page 245","1 / (2*Sun_X + 3*Sun_Y/4 + Sun_Z/2)","\mu_\odot",2006-03-01T09:00:00
NatureSun_MeanMolecularWeight_PerFreeElectron,1.1651,,false,true,"Solar value of the mean molecular weight per free electron (assuming complete ionisation)","E.g., H. Karttunen, et al., 1987, 'Fundamental Astronomy', Springer Verlag, Berlin, Section 11.2, page 246","2 / (Sun_X + 1)","\mu_{{\rm e}\odot}",2006-03-01T09:00:00
NatureSun_SurfaceGravity,274.0,m s^-2,false,true,"Surface gravity of the Sun","","Sun_GM / (Sun_EquatorialRadius * Sun_EquatorialRadius)","g_\odot",2006-03-01T09:00:00
NatureSun_Luminosity,3.842e+26,W,false,true,"Luminosity of the Sun. This value changes by \pm 0.1% during a solar cycle; during solar maximum, sunspots can induce variations over one solar rotation at the level of a few tenths of a percent","","4 * Pi_Constant * AstronomicalUnit_Meter * AstronomicalUnit_Meter * Sun_EnergyFlux_AstronomicalUnit","L_\odot",2006-03-01T09:00:00
NatureSun_EffectiveTemperature,5776,K,false,true,"Effective (black-body) temperature of the Sun","","pow(Sun_Luminosity / (4 * Pi_Constant * StefanBoltzmann_Constant * Sun_EquatorialRadius * Sun_EquatorialRadius); 1/4)","T_{{\rm eff}\odot}",2006-03-01T09:00:00
NatureSun_EnergyFlux_L2,1339,W m^-2,false,true,"Energy flux of the Sun at L2. Due to orbital modulation, this value changes by \pm 3.4% during a year; this value changes by \pm 0.1% during a solar cycle; during solar maximum, sunspots can induce variations over one solar rotation at the level of a few tenths of a percent","","Sun_Luminosity / (4 * Pi_Constant * AstronomicalUnit_Meter * (1 + L2_Rho) * AstronomicalUnit_Meter * (1 + L2_Rho))","J_\odot (L2)",2006-03-01T09:00:00
